Freebase Player Key	Player Name	Freebase Nationality Key	Nationality	Freebase relation
 	Felice Garzilli	m.03rjj	Italy	people.person.nationality
 	Steven Knox	m.06q1r	Scotland	people.person.nationality
 	Zeljko Basaric	m.06t8v	Slovenia	people.person.nationality
 	Jose Zalazar	m.07twz	Uruguay	people.person.nationality
 	Aleksa Dukanac	m.077qn	Serbia	people.person.nationality
 	Lui Muavesi	m.02wt0	Fiji	people.person.nationality
 	Kenny Achampong	m.02jx1	England	people.person.nationality
 	Shacar	m.0345h	Germany	people.person.nationality
 	Igor Lackovic	m.077qn	Serbia	people.person.nationality
 	Ryan McGeever	m.06q1r	Scotland	people.person.nationality
 	Nico Langhans	m.0345h	Germany	people.person.nationality
 	Jesus Rubio	m.0hg5	Andorra	people.person.nationality
 	Chris Guthrie	m.02jx1	England	people.person.nationality
 	Marco Kovacevic	m.0345h	Germany	people.person.nationality
 	Mikko Sundberg	m.02vzc	Finland	people.person.nationality
 	Luigi Bugiardini	m.03rjj	Italy	people.person.nationality
 	Pasquale Suppa	m.03rjj	Italy	people.person.nationality
 	Filippo Dal Moro	m.03rjj	Italy	people.person.nationality
 	Paolo Giovannelli	m.03rjj	Italy	people.person.nationality
 	Jordi BlÃ¡zquez	m.06mkj	Spain	people.person.nationality
 	Kevin Sokhan Sanj	m.0345h	Germany	people.person.nationality
 	Maximiliano Pereira	m.07twz	Uruguay	people.person.nationality
 	Arkadyi Afanasyev	m.06bnz	Russia	people.person.nationality
 	Pontus Gysell	m.0d0vqn	Sweden	people.person.nationality
 	Steven Hutchinson	m.06q1r	Scotland	people.person.nationality
 	Jakob Krall	m.0h7x	Austria	people.person.nationality
 	Dejvi Bregu	m.0jdx	Albania	people.person.nationality
 	Paito	m.04wlh	Mozambique	people.person.nationality
 	Joonas Sohlo	m.02vzc	Finland	people.person.nationality
 	Jakov Bezer	m.01pj7	Croatia	people.person.nationality
 	Spas Gigov	m.015qh	Bulgaria	people.person.nationality
 	Yawai Zin	m.04xn_	Myanmar	people.person.nationality
 	Orestis Karnezis	m.035qy	Greece	people.person.nationality
 	Cosimo Francioso	m.03rjj	Italy	people.person.nationality
 	NÃ©stor del RÃ­o	m.07twz	Uruguay	people.person.nationality
 	Rizal Rahman	m.06t2t	Singapore	people.person.nationality
 	Mathias Fredriksen	m.05b4w	Norway	people.person.nationality
 	Risto Monnonen	m.02vzc	Finland	people.person.nationality
 	Sifiso Mnguni	m.0hzlz	South Africa	people.person.nationality
 	Diego Figueredo	m.05v10	Paraguay	people.person.nationality
 	Milton	m.015fr	Brazil	people.person.nationality
 	Duje Medak	m.01pj7	Croatia	people.person.nationality
 	Boyko Simeonov	m.015qh	Bulgaria	people.person.nationality
 	Leevi JÃ¤ntti	m.02vzc	Finland	people.person.nationality
 	Damian Stenzel	m.0345h	Germany	people.person.nationality
 	Edoardo Bartolotti	m.03rjj	Italy	people.person.nationality
 	Bert Witkop	m.059j2	Netherlands	people.person.nationality
 	Miroslav Mikulik	m.01mjq	Czech Republic	people.person.nationality
 	Angel Ginev	m.015qh	Bulgaria	people.person.nationality
 	Benno Hanslian	m.02vzc	Finland	people.person.nationality
 	Radek Antosik	m.01mjq	Czech Republic	people.person.nationality
 	Sergey Kuznetsov	m.06bnz	Russia	people.person.nationality
 	Essa Basile	m.01nln	Cameroon	people.person.nationality
 	Igor Rayan	m.015fr	Brazil	people.person.nationality
 	Aleksi Nurminen	m.02vzc	Finland	people.person.nationality
 	Michael GeiÃŸler	m.0345h	Germany	people.person.nationality
 	Tobias Stieglitz	m.0345h	Germany	people.person.nationality
 	Takanori Maeda	m.03_3d	Japan	people.person.nationality
 	Servando	m.06mkj	Spain	people.person.nationality
 	Birger Cecelka	m.0345h	Germany	people.person.nationality
 	Bryan Bell	m.06q1r	Scotland	people.person.nationality
 	Noraidit Mahat	m.06t2t	Singapore	people.person.nationality
 	Ciprian Brighiu	m.06c1y	Romania	people.person.nationality
 	Jordan King	m.09c7w0	United States of America	people.person.nationality
 	Farid Samsudin	m.06t2t	Singapore	people.person.nationality
 	Paul Paris	m.04v3q	Malta	people.person.nationality
 	Haris Skoro	m.0166b	Bosnia and Herzegovina	people.person.nationality
 	Carlo Urquiaga	m.016wzw	Peru	people.person.nationality
 	Marian Serbu	m.06c1y	Romania	people.person.nationality
 	JÃ¼rgen Bufi	m.0345h	Germany	people.person.nationality
 	Jarno Auremaa	m.02vzc	Finland	people.person.nationality
 	Dionysios Theodorakopoulos	m.035qy	Greece	people.person.nationality
 	Can Sakar	m.0345h	Germany	people.person.nationality
 	Thierno Matar Thioune	m.06srk	Senegal	people.person.nationality
 	Seppe Kil	m.0154j	Belgium	people.person.nationality
 	David Avonture	m.0154j	Belgium	people.person.nationality
 	Elie Kroupi	m.0f8l9c	France	people.person.nationality
 	Catalin Craciun	m.06c1y	Romania	people.person.nationality
 	Jussi Ikonen	m.02vzc	Finland	people.person.nationality
 	Michael-Junior Czyborra	m.0345h	Germany	people.person.nationality
 	Adam Lundqvist	m.0d0vqn	Sweden	people.person.nationality
 	Aleksander Cakalli	m.0jdx	Albania	people.person.nationality
 	Richard Walker	m.02jx1	England	people.person.nationality
 	Simo Ihalainen	m.02vzc	Finland	people.person.nationality
 	Josip Misic	m.01pj7	Croatia	people.person.nationality
 	JÃ³hannes Hansen	m.02w9s	Faroe Islands	people.person.nationality
 	Alessandro Manni	m.03rjj	Italy	people.person.nationality
 	Arianit Nebihi	m.0jdx	Albania	people.person.nationality
 	Stefan Djordjevic	m.077qn	Serbia	people.person.nationality
 	Sreten Borkovic	m.0166b	Bosnia and Herzegovina	people.person.nationality
 	Stephen Malcolm â€ 	m.03_r3	Jamaica	people.person.nationality
 	Amini Ahmad Tabarani	m.09pmkv	Malaysia	people.person.nationality
 	Ezio Panero	m.03rjj	Italy	people.person.nationality
 	Vinicius Moreira	m.015fr	Brazil	people.person.nationality
 	Ville Rimpinen	m.02vzc	Finland	people.person.nationality
 	Alfredo Bassani	m.03rjj	Italy	people.person.nationality
 	Devon Grousis	m.09c7w0	United States of America	people.person.nationality
 	Giuseppe Costantini	m.03rjj	Italy	people.person.nationality
 	Bogdan Dobrea	m.06c1y	Romania	people.person.nationality
 	Richard Waddell	m.02jx1	England	people.person.nationality
 	David Rathgeb	m.0h7x	Austria	people.person.nationality
 	Andreas Huhmann	m.0345h	Germany	people.person.nationality
 	NicolÃ² Curti	m.03rjj	Italy	people.person.nationality
 	Giuseppe Angelini	m.03rjj	Italy	people.person.nationality
 	Ivan Dardalic	m.01pj7	Croatia	people.person.nationality
 	Alexander Alan	m.0d0vqn	Sweden	people.person.nationality
 	Ricardo Castagna	m.03rjj	Italy	people.person.nationality
 	Frank Gerisch	m.0345h	Germany	people.person.nationality
 	Ivailo Bogdanov	m.015qh	Bulgaria	people.person.nationality
 	Andrei Dragan	m.06c1y	Romania	people.person.nationality
 	Dalibor Djuric	m.077qn	Serbia	people.person.nationality
 	Luigi Russo	m.03rjj	Italy	people.person.nationality
 	Patrik Kelemen	m.03gj2	Hungary	people.person.nationality
 	Jesper Mattsson	m.0d0vqn	Sweden	people.person.nationality
 	Pongpisut Pue-On	m.07f1x	Thailand	people.person.nationality
 	Simeon Simeonov	m.015qh	Bulgaria	people.person.nationality
 	Erik Kronholm	m.0d0vqn	Sweden	people.person.nationality
 	Glen Thomas	m.02jx1	England	people.person.nationality
 	Gianluca Franchini	m.03rjj	Italy	people.person.nationality
 	Mohamad Hassan Al Aqib	m.0697s	Qatar	people.person.nationality
 	Tim Frohn	m.0345h	Germany	people.person.nationality
 	Diego Souza	m.015fr	Brazil	people.person.nationality
 	Mato Stanic	m.01pj7	Croatia	people.person.nationality
 	Yoshihiro Hanamoto	m.03_3d	Japan	people.person.nationality
 	Linus MÃ¼ller	m.0d0vqn	Sweden	people.person.nationality
 	Douglas	m.015fr	Brazil	people.person.nationality
 	Mateusz Lebek	m.05qhw	Poland	people.person.nationality
 	Dylan Martini	m.06mzp	Switzerland	people.person.nationality
 	Mike BrÃ¶mer	m.0345h	Germany	people.person.nationality
 	Osher Abu	m.03spz	Israel	people.person.nationality
 	Georgios Kogioglou	m.035qy	Greece	people.person.nationality
 	ValentÃ­n Vada	m.0jgd	Argentina	people.person.nationality
 	Tony Scully	m.03rt9	Ireland	people.person.nationality
 	Joselito Vaca	m.0165v	Bolivia	people.person.nationality
 	Lukas Bungert	m.0345h	Germany	people.person.nationality
 	Udo Fidelis Chika	m.06t2t	Singapore	people.person.nationality
 	Safak Madak	m.0345h	Germany	people.person.nationality
 	Joni Ruuth	m.02vzc	Finland	people.person.nationality
 	Marcello Montanari	m.03rjj	Italy	people.person.nationality
 	Kendal Ucar	m.0f8l9c	France	people.person.nationality
 	Rainhard Taibon	m.0h7x	Austria	people.person.nationality
 	Fakamaâ€™unga Semisi	m.07fb6	Tonga	people.person.nationality
 	Ivano Casanova	m.03rjj	Italy	people.person.nationality
 	JosÃ© Mateos	m.06mkj	Spain	people.person.nationality
 	Kristijan Cokoski	m.0bk25	Macedonia	people.person.nationality
 	Vlado Bozinoski	m.0chghy	Australia	people.person.nationality
 	Luke Leahy	m.02jx1	England	people.person.nationality
 	Anders Gjerde Moen	m.05b4w	Norway	people.person.nationality
 	Yosuke Terada	m.03_3d	Japan	people.person.nationality
 	Serdo Murina	m.077qn	Serbia	people.person.nationality
 	Vladyslav Tsoy	m.07t21	Ukraine	people.person.nationality
 	Tobias Polt	m.0h7x	Austria	people.person.nationality
 	Johannes Keisers	m.0345h	Germany	people.person.nationality
 	Giovanni Serao	m.03rjj	Italy	people.person.nationality
 	Martin GÃ¶ransson	m.0d0vqn	Sweden	people.person.nationality
 	Gary Sundgren	m.0d0vqn	Sweden	people.person.nationality
 	Stefano Berni	m.03rjj	Italy	people.person.nationality
 	Markus Oster	m.0345h	Germany	people.person.nationality
 	Will Hayhurst	m.03rt9	Ireland	people.person.nationality
 	Nyarna Lwin	m.04xn_	Myanmar	people.person.nationality
 	Vittorino Zinelli	m.03rjj	Italy	people.person.nationality
 	Armin Hobel	m.0h7x	Austria	people.person.nationality
 	Tom Lipski	m.0345h	Germany	people.person.nationality
 	Kyle Knotek	m.09c7w0	United States of America	people.person.nationality
 	Dustin Swinehart	m.09c7w0	United States of America	people.person.nationality
 	Massimiliamo Fiondella â€ 	m.03rjj	Italy	people.person.nationality
 	Luka Belic	m.077qn	Serbia	people.person.nationality
 	Hassan Hamza	m.0j1z8	United Arab Emirates	people.person.nationality
 	Syd Gibbons â€ 	m.02jx1	England	people.person.nationality
 	Marcel Kolici	m.0jdx	Albania	people.person.nationality
 	Connor Edwards	m.06q1r	Scotland	people.person.nationality
 	Aleksander Wandzel	m.05qhw	Poland	people.person.nationality
 	Joel Qviberg	m.0d0vqn	Sweden	people.person.nationality
 	Mohamed Kullab	 	PalÃ¤stina	people.person.nationality
 	Luca Compagnon	m.03rjj	Italy	people.person.nationality
 	Ruben Pereira	m.07twz	Uruguay	people.person.nationality
 	Massimo Brioschi	m.03rjj	Italy	people.person.nationality
 	CÃ©sar GÃ³mez	m.06mkj	Spain	people.person.nationality
 	Yeray PatiÃ±o	m.06mkj	Spain	people.person.nationality
 	Ninos Shamon	m.0345h	Germany	people.person.nationality
 	Ricardo Darsan	m.059j2	Netherlands	people.person.nationality
 	Francesco Della Monica	m.03rjj	Italy	people.person.nationality
 	GÃ¡bor GerstenmÃ¡jer	m.06c1y	Romania	people.person.nationality
 	Matt Wiet	m.09c7w0	United States of America	people.person.nationality
 	Abdulla Hassan	m.0j1z8	United Arab Emirates	people.person.nationality
 	Fabio Faso	m.03rjj	Italy	people.person.nationality
 	Volkan Ã–zer	m.01znc_	Turkey	people.person.nationality
 	Tiago Gasparetto	m.015fr	Brazil	people.person.nationality
 	Dick van Vlierden	m.059j2	Netherlands	people.person.nationality
 	Scott Gibson	m.06q1r	Scotland	people.person.nationality
 	Iiro NykÃ¤nen	m.02vzc	Finland	people.person.nationality
 	Alexandru Stancoschi	m.06c1y	Romania	people.person.nationality
 	Jason Kearton	m.0chghy	Australia	people.person.nationality
 	Yuri Sekinaev	m.06bnz	Russia	people.person.nationality
 	Marlon Medrano	m.02k8k	El Salvador	people.person.nationality
 	Tetsuya Yamaoka	m.03_3d	Japan	people.person.nationality
 	Byeong-Yeol Jeong	m.06qd3	South Korea	people.person.nationality
 	Milos Tomanic	m.077qn	Serbia	people.person.nationality
 	Dennis Liebsch	m.0345h	Germany	people.person.nationality
 	Stuart Jones	m.02jx1	England	people.person.nationality
 	Rui Yu	m.0d05w3	China	people.person.nationality
 	Arnald MejÃ­as	m.01p8s	Costa Rica	people.person.nationality
 	RenÃ© Meyer	m.0345h	Germany	people.person.nationality
 	Marek Svabik	m.01mjq	Czech Republic	people.person.nationality
 	Thomas Waniewski	m.0345h	Germany	people.person.nationality
 	Marco Savorani	m.03rjj	Italy	people.person.nationality
 	Gyula RÃ¡kosi	m.03gj2	Hungary	people.person.nationality
 	Massimiliano Gallaccio	m.03rjj	Italy	people.person.nationality
 	Markus Endress	m.0h7x	Austria	people.person.nationality
 	Danny Bilitewski	m.0345h	Germany	people.person.nationality
 	Andy Collett	m.02jx1	England	people.person.nationality
 	Nikita Leble	m.06bnz	Russia	people.person.nationality
 	Marco Heller	m.0h7x	Austria	people.person.nationality
 	Domen Janzic	m.06t8v	Slovenia	people.person.nationality
 	Tars Notteboom	m.0154j	Belgium	people.person.nationality
 	Kian Chong Tan	m.06t2t	Singapore	people.person.nationality
 	Louis Saebe	m.02jx1	England	people.person.nationality
 	Mario Frustalupi â€ 	m.03rjj	Italy	people.person.nationality
 	David Dornhackl	m.0h7x	Austria	people.person.nationality
 	Arton Jashari	m.0d0vqn	Sweden	people.person.nationality
 	Marius Kraft	m.0345h	Germany	people.person.nationality
 	Ronny Schilling	m.0345h	Germany	people.person.nationality
 	Janne Hahl	m.02vzc	Finland	people.person.nationality
 	Willian Lucas da Silva	m.015fr	Brazil	people.person.nationality
 	Marcel Nolte	m.0345h	Germany	people.person.nationality
 	Giacomo Murelli	m.03rjj	Italy	people.person.nationality
 	Christopher Minne	m.0345h	Germany	people.person.nationality
 	Ciro Muro	m.03rjj	Italy	people.person.nationality
 	Michael Golchert	m.0345h	Germany	people.person.nationality
 	Scott Cheetham	m.02jx1	England	people.person.nationality
 	Connor Naughton	m.02jx1	England	people.person.nationality
 	Ville SuorajÃ¤rvi	m.02vzc	Finland	people.person.nationality
 	Mirco Sadotti	m.03rjj	Italy	people.person.nationality
 	Edgar Machuca	m.05v10	Paraguay	people.person.nationality
 	NicolÃ¡s SuÃ¡rez	m.0jgd	Argentina	people.person.nationality
 	Junro Hamajima	m.03_3d	Japan	people.person.nationality
 	Carlos AndrÃ©	m.05r4w	Portugal	people.person.nationality
 	Gabriele Zagati	m.03rjj	Italy	people.person.nationality
 	Chino Losada	m.06mkj	Spain	people.person.nationality
 	Maximiliano Pollachi	m.0jgd	Argentina	people.person.nationality
 	Kostas Konstantinou	m.01ppq	Cyprus	people.person.nationality
 	Johan Estlander	m.02vzc	Finland	people.person.nationality
 	Diogo David	m.05r4w	Portugal	people.person.nationality
 	Arjan Mostafa	m.0d0vqn	Sweden	people.person.nationality
 	Giovanni Bucaro	m.03rjj	Italy	people.person.nationality
 	Toni JÃ¤rvinen	m.02vzc	Finland	people.person.nationality
 	Jesper BjÃ¶rkman	m.0d0vqn	Sweden	people.person.nationality
 	Felix NystrÃ¶m	m.0d0vqn	Sweden	people.person.nationality
 	Georgios Koulakiotis	m.035qy	Greece	people.person.nationality
 	Hugo LÃ³pez	m.0b90_r	Mexico	people.person.nationality
 	Nikolaos Konstantinou	m.035qy	Greece	people.person.nationality
 	Chalermpong Kerdkaew	m.07f1x	Thailand	people.person.nationality
 	Dominic Cianciarulo	m.09c7w0	United States of America	people.person.nationality
 	Antonio CalabrÃ²	m.03rjj	Italy	people.person.nationality
 	Sultan Al-Sawadi	m.01z215	Saudi Arabia	people.person.nationality
 	Cem Ulasoglu	m.01znc_	Turkey	people.person.nationality
 	Alex	m.015fr	Brazil	people.person.nationality
 	Alex	m.015fr	Brazil	people.person.nationality
 	Alex	m.015qh	Bulgaria	people.person.nationality
 	Ã–zgÃ¼ner Cakir	m.01znc_	Turkey	people.person.nationality
 	Robert RehnstrÃ¶m	m.02vzc	Finland	people.person.nationality
 	David Zabec	m.01pj7	Croatia	people.person.nationality
 	Sebastian Wallochny	m.0345h	Germany	people.person.nationality
 	Khalid Muse	m.02vzc	Finland	people.person.nationality
 	Theodoros Pakaltsis	m.035qy	Greece	people.person.nationality
 	AgustÃ­n Zamora	m.01p8s	Costa Rica	people.person.nationality
 	Osman Yusoff	m.09pmkv	Malaysia	people.person.nationality
 	Marcel Schnarrelt	m.0345h	Germany	people.person.nationality
 	Esmir Spreco	m.0166b	Bosnia and Herzegovina	people.person.nationality
 	Terry Angus	m.02jx1	England	people.person.nationality
 	Vince Erdei	m.03gj2	Hungary	people.person.nationality
 	Steve Thompson	m.02jx1	England	people.person.nationality
 	Murat Satin	m.0h7x	Austria	people.person.nationality
 	Adrian Rustemi	m.06t8v	Slovenia	people.person.nationality
 	Stephan Barth	m.0345h	Germany	people.person.nationality
 	Deni Pavlovic	m.077qn	Serbia	people.person.nationality
 	Paul Kawik	m.05qkp	Papua New Guinea	people.person.nationality
 	Hasan CÃ¶p	m.01znc_	Turkey	people.person.nationality
 	Alexander Knieper	m.0345h	Germany	people.person.nationality
 	Maximilian MÃ¼llner	m.0h7x	Austria	people.person.nationality
 	Fabinho	m.015fr	Brazil	people.person.nationality
 	Fabinho	m.015fr	Brazil	people.person.nationality
 	PÃ©ter MolnÃ¡r	m.03gj2	Hungary	people.person.nationality
 	Lukas Angermeier	m.0345h	Germany	people.person.nationality
 	Carmelo Miceli	m.03rjj	Italy	people.person.nationality
 	Florian Philipp	m.0345h	Germany	people.person.nationality
 	Stefano Marini	m.03rjj	Italy	people.person.nationality
 	Erick Dibwe Mupemedi	m.01rxw	Congo	people.person.nationality
 	TaÃ©rcio Santos Marques Jr.	m.015fr	Brazil	people.person.nationality
 	Miguel GarcÃ­a	m.06mkj	Spain	people.person.nationality
 	Tiago Casasola	m.0jgd	Argentina	people.person.nationality
 	Fabian Tscheliesnig	m.0h7x	Austria	people.person.nationality
 	Christian Klein	m.0345h	Germany	people.person.nationality
 	Max Machtemes	m.0345h	Germany	people.person.nationality
 	Pedrito	m.06mkj	Spain	people.person.nationality
 	Victor Forssell	m.0d0vqn	Sweden	people.person.nationality
 	Cala	m.06mkj	Spain	people.person.nationality
 	Alin Damian	m.06c1y	Romania	people.person.nationality
 	Pedro Alves	m.05r4w	Portugal	people.person.nationality
 	Anastasios Triantafyllou	m.035qy	Greece	people.person.nationality
 	Piotr Hermann	m.05qhw	Poland	people.person.nationality
 	Eduardo Huerta	m.016wzw	Peru	people.person.nationality
 	Giacomo Ferri	m.03rjj	Italy	people.person.nationality
 	Angelo Consagra	m.03rjj	Italy	people.person.nationality
 	Naoto Toya	m.03_3d	Japan	people.person.nationality
 	Holger DÃ¶bbel	m.0345h	Germany	people.person.nationality
 	Daichi Mochizuki	m.03_3d	Japan	people.person.nationality
 	Iosif Daskalakis	m.035qy	Greece	people.person.nationality
 	Carlos Mendoza	m.0165v	Bolivia	people.person.nationality
