Freebase Player Key	Player Name	Freebase Nationality Key	Nationality	Freebase relation
 	Saulius Adomauskas	m.04gzd	Lithuania	people.person.nationality
 	Hiram Boateng	m.02jx1	England	people.person.nationality
 	Janis Apsitis	m.04g5k	Latvia	people.person.nationality
 	Khadri Joffery	m.06t2t	Singapore	people.person.nationality
 	Liam Walker	m.035hm	Gibraltar	people.person.nationality
 	Fernando CaÃ±arte	m.07twz	Uruguay	people.person.nationality
 	Bobby Lennox	m.06q1r	Scotland	people.person.nationality
 	Hamza Hajlaoui	m.04wgh	Morocco	people.person.nationality
 	Paolino Bertaccini	m.0154j	Belgium	people.person.nationality
 	Ernesto Delgado	m.06mkj	Spain	people.person.nationality
 	Michael Centeio Monteiro	m.09c7w0	United States of America	people.person.nationality
 	Rares Moga	m.06c1y	Romania	people.person.nationality
 	Nicolas Berger	m.0345h	Germany	people.person.nationality
 	Eddy Lecygne	m.0f8l9c	France	people.person.nationality
 	Mathias KrÃ¶ber	m.0345h	Germany	people.person.nationality
 	Lorenzo Agostini	m.03rjj	Italy	people.person.nationality
 	Janne Ahonen	m.02vzc	Finland	people.person.nationality
 	Roel Zaayer	m.059j2	Netherlands	people.person.nationality
 	Carlos CalderÃ³n de la Barca	m.0b90_r	Mexico	people.person.nationality
 	Szabolcs FÃ¼redi	m.03gj2	Hungary	people.person.nationality
 	Ege Alkan	m.01znc_	Turkey	people.person.nationality
 	Gabriel Appiah	m.035dk	Ghana	people.person.nationality
 	Karim Koriche	m.0h3y	Algeria	people.person.nationality
 	Luca Schumann	m.0345h	Germany	people.person.nationality
 	Moussa Bohmote	m.04wgh	Morocco	people.person.nationality
 	Soufiane Saadane	m.04wgh	Morocco	people.person.nationality
 	Pavlos Efthimiadis	m.035qy	Greece	people.person.nationality
 	Melvin Pisani	m.04v3q	Malta	people.person.nationality
 	Ahmed Fathi	m.0697s	Qatar	people.person.nationality
 	Lukas Slavik	m.06npd	Slovakia	people.person.nationality
 	GÃ¼rcan Avci	m.01znc_	Turkey	people.person.nationality
 	Gazmend Rama	m.0gg9r39	Republic of Kosovo	people.person.nationality
 	Motoki Inaba	m.03_3d	Japan	people.person.nationality
 	Pascal Tschopp	m.06mzp	Switzerland	people.person.nationality
 	Hafiz Rosli	m.06t2t	Singapore	people.person.nationality
 	Jorge DÃ­az	m.07twz	Uruguay	people.person.nationality
 	Xu Mu	m.0d05w3	China	people.person.nationality
 	Boujemaa Bounadi	m.04wgh	Morocco	people.person.nationality
 	Patrick Gschwend	m.06mzp	Switzerland	people.person.nationality
 	Leif Arne Brekke	m.05b4w	Norway	people.person.nationality
 	Benedikt Behringer	m.0345h	Germany	people.person.nationality
 	Robin Maulun	m.0f8l9c	France	people.person.nationality
 	Arturs Pugacs	m.04g5k	Latvia	people.person.nationality
 	Hamid Ennadi	m.04wgh	Morocco	people.person.nationality
 	Jon Bastida GarcÃ­a	m.06mkj	Spain	people.person.nationality
 	Byron Usher	m.0164b	Belize	people.person.nationality
 	Toni Maglovski	m.0bk25	Macedonia	people.person.nationality
 	Kenichirou Hirata	m.03_3d	Japan	people.person.nationality
 	Valeri Korolyanchuk	m.07t21	Ukraine	people.person.nationality
 	Elia Bruzzi	m.03rjj	Italy	people.person.nationality
 	Christoph Rohrer	m.06mzp	Switzerland	people.person.nationality
 	Jannes Swint	m.059j2	Netherlands	people.person.nationality
 	Marian Popescu	m.06c1y	Romania	people.person.nationality
 	Colin McDonald	m.02jx1	England	people.person.nationality
 	Giovanni Viola â€ 	m.03rjj	Italy	people.person.nationality
 	Hein van Gastel	m.059j2	Netherlands	people.person.nationality
 	Marouane Imaghri	m.04wgh	Morocco	people.person.nationality
 	Cassiano	m.015fr	Brazil	people.person.nationality
 	Adrian Falcon	m.06mkj	Spain	people.person.nationality
 	Redouane El Karoui	m.04wgh	Morocco	people.person.nationality
 	Kyle Lander	m.06q1r	Scotland	people.person.nationality
 	Constantin Toma	m.06c1y	Romania	people.person.nationality
 	Marek Sovcik	m.06npd	Slovakia	people.person.nationality
 	Matthias Zwicky	m.06mzp	Switzerland	people.person.nationality
 	Nikola Kaic	m.0166b	Bosnia and Herzegovina	people.person.nationality
 	Kevin Ammann	m.06mzp	Switzerland	people.person.nationality
 	Alejandro Vences	m.0b90_r	Mexico	people.person.nationality
 	Frank Boateng	m.035dk	Ghana	people.person.nationality
 	Fernando Serena	m.06mkj	Spain	people.person.nationality
 	Ya Ou	m.0d05w3	China	people.person.nationality
 	Antoine Catastini	m.0f8l9c	France	people.person.nationality
 	Georgios Trochalos	m.0345h	Germany	people.person.nationality
 	Grzegorz Wojtal	m.05qhw	Poland	people.person.nationality
 	Ilias Labiad	m.0154j	Belgium	people.person.nationality
 	Ibrahim Sonay	m.01znc_	Turkey	people.person.nationality
 	Conor Washington	m.02jx1	England	people.person.nationality
 	Adam Jones	m.02jx1	England	people.person.nationality
 	Willy van Bommel	m.059j2	Netherlands	people.person.nationality
 	Lauri Tomp	m.02kmm	Estonia	people.person.nationality
 	Tomasz Strzelec	m.05qhw	Poland	people.person.nationality
 	Charlie Joyce	m.02jx1	England	people.person.nationality
 	Omar Oreste Corbatta â€ 	m.0jgd	Argentina	people.person.nationality
 	Stuart Moore	m.02jx1	England	people.person.nationality
 	Christian Muscat	m.04v3q	Malta	people.person.nationality
 	JosÃ© SÃ¡nchez	m.0b90_r	Mexico	people.person.nationality
 	JosÃ© Cruz	m.01p8s	Costa Rica	people.person.nationality
 	Oleg Tarasenko	m.07t21	Ukraine	people.person.nationality
 	Davide Viti	m.03rjj	Italy	people.person.nationality
 	Thorsten Kurtz	m.0345h	Germany	people.person.nationality
 	Charlie Serdena	m.035hm	Gibraltar	people.person.nationality
 	AdriÃ¡n FernÃ¡ndez	m.05v10	Paraguay	people.person.nationality
 	Martin Prentner	m.0h7x	Austria	people.person.nationality
 	Jan LladÃ³	m.06mkj	Spain	people.person.nationality
 	Norayr Tigranyan	m.0jgx	Armenia	people.person.nationality
 	Marcos Aurelio Ribeiro	m.015fr	Brazil	people.person.nationality
 	Jonatan Viberg	m.0d0vqn	Sweden	people.person.nationality
 	Deniz Yumurtaci	m.01znc_	Turkey	people.person.nationality
 	Miguel Ã?ngel Junco MartÃ­nez	m.06mkj	Spain	people.person.nationality
 	Michael Tercek	m.0h7x	Austria	people.person.nationality
 	Leandro MartÃ­nez	m.0jgd	Argentina	people.person.nationality
 	William McNeill	m.06q1r	Scotland	people.person.nationality
 	Okan GÃ¼l	m.0345h	Germany	people.person.nationality
 	Kamil Adamek	m.05qhw	Poland	people.person.nationality
 	Arnaud Jean	m.0f8l9c	France	people.person.nationality
 	Juan Zepeda	m.0b90_r	Mexico	people.person.nationality
 	Paul Gair	m.06q1r	Scotland	people.person.nationality
 	Azar Mammadov	m.0jhd	Azerbaijan	people.person.nationality
 	Azar Mammadov	m.0jhd	Azerbaijan	people.person.nationality
 	Vegard Skjeldestad	m.05b4w	Norway	people.person.nationality
 	Shuhei Akasaki	m.03_3d	Japan	people.person.nationality
 	Nikolay Skvortsov	m.06bnz	Russia	people.person.nationality
 	Halil Elitok	m.01znc_	Turkey	people.person.nationality
 	Roger Bergmann	m.0345h	Germany	people.person.nationality
 	Saeed Aghajani	m.03shp	Iran	people.person.nationality
 	Florian Hansch	m.0345h	Germany	people.person.nationality
 	Bradley Tarbuck	m.02jx1	England	people.person.nationality
 	Mehmet Ersavas	m.01znc_	Turkey	people.person.nationality
 	Chris SchÃ¤dlich	m.0345h	Germany	people.person.nationality
 	Tobias Hoch	m.0345h	Germany	people.person.nationality
 	Riccardo Secondo	m.03rjj	Italy	people.person.nationality
 	Nikolaos Delibasis	m.035qy	Greece	people.person.nationality
 	Remco Evers	m.059j2	Netherlands	people.person.nationality
 	Fritz Morf	m.06mzp	Switzerland	people.person.nationality
 	Mahmoud Al Amenah	m.06vbd	Syria	people.person.nationality
 	Lars KÃ¶hler	m.0345h	Germany	people.person.nationality
 	Cristian Insaurralde	m.0jgd	Argentina	people.person.nationality
 	Rodny Lopes Cabral	m.059j2	Netherlands	people.person.nationality
 	Marcel BrechbÃ¼hl	m.06mzp	Switzerland	people.person.nationality
 	Ruslans Pirijevs	m.04g5k	Latvia	people.person.nationality
 	Manuel DoÃ±o	m.03h2c	Honduras	people.person.nationality
 	Francesco Posarelli	m.03rjj	Italy	people.person.nationality
 	Zakaria Ahmed Benyahia	m.0h3y	Algeria	people.person.nationality
 	Ats Allikmaa	m.02kmm	Estonia	people.person.nationality
 	Aaron Burns	m.02jx1	England	people.person.nationality
 	Vasyl Kravets	m.07t21	Ukraine	people.person.nationality
 	Dumitru Golubtov	m.04w4s	Moldova	people.person.nationality
 	Alfredo Foni â€ 	m.03rjj	Italy	people.person.nationality
 	Ad van de Pol	m.059j2	Netherlands	people.person.nationality
 	Marian Galdean	m.06c1y	Romania	people.person.nationality
 	JosÃ© Sanfilippo	m.0jgd	Argentina	people.person.nationality
 	Suad Becarevic	m.0166b	Bosnia and Herzegovina	people.person.nationality
 	Ilyas Oueld Boussalhame	m.04wgh	Morocco	people.person.nationality
 	Sebastian Ramhorn	m.0d0vqn	Sweden	people.person.nationality
 	Emre Turgut	m.01znc_	Turkey	people.person.nationality
 	Yusuf Orhan	m.01znc_	Turkey	people.person.nationality
 	Hendrik Majert	m.0345h	Germany	people.person.nationality
 	Adrian Cambridge	m.02jx1	England	people.person.nationality
 	Alin Zeres	m.06c1y	Romania	people.person.nationality
 	GrÃ©gory Messoten	m.0154j	Belgium	people.person.nationality
 	Patrick Boes	m.0345h	Germany	people.person.nationality
 	Aigars Lingis	m.04g5k	Latvia	people.person.nationality
 	Matiss Miezis	m.04g5k	Latvia	people.person.nationality
 	Jimmy Dell'Estate	m.0f8l9c	France	people.person.nationality
 	Nicola Regazzi	m.06mzp	Switzerland	people.person.nationality
 	Hasib Ferhatovic	m.06mzp	Switzerland	people.person.nationality
 	Alex PÃ©rez	m.02k1b	Ecuador	people.person.nationality
 	Bajram Canolli	m.06mzp	Switzerland	people.person.nationality
 	Peter Westberg	m.0d0vqn	Sweden	people.person.nationality
 	Krystian Burzynski	m.05qhw	Poland	people.person.nationality
 	Octavio Pisco	m.0hg5	Andorra	people.person.nationality
 	Ash Welbourne	m.0ctw_b	New Zealand	people.person.nationality
 	Abdelilah Hafidi	m.04wgh	Morocco	people.person.nationality
 	Walter Pingitzer	m.0h7x	Austria	people.person.nationality
 	Adil Kovacic	m.0166b	Bosnia and Herzegovina	people.person.nationality
 	Salvatore Elefante	m.03rjj	Italy	people.person.nationality
 	Ros	m.06mkj	Spain	people.person.nationality
 	Dawid Rosicki	m.05qhw	Poland	people.person.nationality
 	Rami Bouchniba	m.07fj_	Tunisia	people.person.nationality
 	Manolis Louvris	m.035qy	Greece	people.person.nationality
 	RenÃ© van Delft	m.059j2	Netherlands	people.person.nationality
 	Sandro Gutierrez	m.0hg5	Andorra	people.person.nationality
 	Ben Hendriks	m.059j2	Netherlands	people.person.nationality
 	Nicolas Equey	m.06mzp	Switzerland	people.person.nationality
 	Achille Vaarnold	m.059j2	Netherlands	people.person.nationality
 	Freek van der Lee	m.059j2	Netherlands	people.person.nationality
 	Arianit Ferati	m.0345h	Germany	people.person.nationality
 	Paris PÃ©rez	m.0b90_r	Mexico	people.person.nationality
 	Timur Ã–lcÃ¼m	m.0345h	Germany	people.person.nationality
 	Danillo Giulietti	m.0154j	Belgium	people.person.nationality
 	Ricardo Balderas	m.0b90_r	Mexico	people.person.nationality
 	Oscar Lemos	m.07twz	Uruguay	people.person.nationality
 	Stefan Krupp	m.0345h	Germany	people.person.nationality
 	Thiago	m.015fr	Brazil	people.person.nationality
 	Andrei Artean	m.06c1y	Romania	people.person.nationality
 	Ron Jans	m.059j2	Netherlands	people.person.nationality
 	Danylo Kanevtsev	m.07t21	Ukraine	people.person.nationality
 	Pawel Dirda	m.05qhw	Poland	people.person.nationality
 	Marvin Mehlem	m.0345h	Germany	people.person.nationality
 	Francisco Sartore	m.015fr	Brazil	people.person.nationality
 	Oscar Karlsson	m.0d0vqn	Sweden	people.person.nationality
 	Przemyslaw Jastrzebski	m.05qhw	Poland	people.person.nationality
 	Alexi Caroama Varela	m.01p1v	Chile	people.person.nationality
 	Delil Sincar	m.01znc_	Turkey	people.person.nationality
 	Damian Buras	m.05qhw	Poland	people.person.nationality
 	Nick Gutmann	m.0345h	Germany	people.person.nationality
 	Mariusz Polczynski	m.05qhw	Poland	people.person.nationality
 	Zhen Chen	m.0d05w3	China	people.person.nationality
 	Stoyan Kitov	m.015qh	Bulgaria	people.person.nationality
 	Gerardo Torres	m.0b90_r	Mexico	people.person.nationality
 	Alozie	m.05cgv	Nigeria	people.person.nationality
 	Didier Beuchat	m.0f8l9c	France	people.person.nationality
 	Mateusz Budzynski	m.05qhw	Poland	people.person.nationality
 	Giovanni Lorusso	m.03rjj	Italy	people.person.nationality
 	Wladimiro Falcone	m.03rjj	Italy	people.person.nationality
 	Simeon Baev	m.015qh	Bulgaria	people.person.nationality
 	Hojjad Sedghi	m.03shp	Iran	people.person.nationality
 	Bowedee Burleson	m.059j2	Netherlands	people.person.nationality
 	Danilo Bulevardi	m.03rjj	Italy	people.person.nationality
 	Gareth Liggett	m.05bcl	Northern Ireland	people.person.nationality
 	Bartosz Roda	m.05qhw	Poland	people.person.nationality
 	Karl-Erik Puolokainen	m.02kmm	Estonia	people.person.nationality
 	Ari KrosslÃ¡ Poulsen	m.02w9s	Faroe Islands	people.person.nationality
 	Brandon Koh	m.06t2t	Singapore	people.person.nationality
 	Michiel Achterhoek	m.059j2	Netherlands	people.person.nationality
 	Luke Attard	m.04v3q	Malta	people.person.nationality
 	Savvas Toumanidis	m.035qy	Greece	people.person.nationality
 	Moussa Traore	m.03676	Guinea	people.person.nationality
 	Mike Andreas	m.0345h	Germany	people.person.nationality
 	George Waring	m.02jx1	England	people.person.nationality
 	Bilel Chennoufi	m.07fj_	Tunisia	people.person.nationality
 	Chris Hohmann	m.0345h	Germany	people.person.nationality
 	Michael Neumann	m.035qy	Greece	people.person.nationality
 	Hossein Kanaani	m.03shp	Iran	people.person.nationality
 	Alexandros Mavridis	m.035qy	Greece	people.person.nationality
 	Dario Bagni	m.03rjj	Italy	people.person.nationality
 	Vito Bellino	m.07ylj	Venezuela	people.person.nationality
 	Jean Munsters	m.059j2	Netherlands	people.person.nationality
 	Vicente SolÃ³rzano	m.03h2c	Honduras	people.person.nationality
 	Fernando Scarico	m.03rjj	Italy	people.person.nationality
 	Mauro Bonura	m.03rjj	Italy	people.person.nationality
 	Maximilian Nimsch	m.0345h	Germany	people.person.nationality
 	Maksims Radionovs	m.04g5k	Latvia	people.person.nationality
 	Enzo Basilio	m.0f8l9c	France	people.person.nationality
 	Andy Ramos	m.0d04z6	Cuba	people.person.nationality
 	Fei Wu	m.0d05w3	China	people.person.nationality
 	Marc Nicati	m.06mzp	Switzerland	people.person.nationality
 	Michael KÃ¤ch	m.06mzp	Switzerland	people.person.nationality
 	Mohammad Arab Khorasani	m.03shp	Iran	people.person.nationality
 	Mirko Birekofen	m.0345h	Germany	people.person.nationality
 	Ben Godfrey	m.02jx1	England	people.person.nationality
 	Daniel Vollmer	m.06mzp	Switzerland	people.person.nationality
 	Emin Ibrahimov	m.0jhd	Azerbaijan	people.person.nationality
 	Danny O'Brien	m.02jx1	England	people.person.nationality
 	Goran Vasic	m.077qn	Serbia	people.person.nationality
 	AndrÃ© Mota Teixeira	m.04g61	Luxembourg	people.person.nationality
 	Mourad Benayad	m.0h3y	Algeria	people.person.nationality
 	Matteo Rota	m.03rjj	Italy	people.person.nationality
 	Dogan Erdogan	m.01znc_	Turkey	people.person.nationality
 	Dogan Erdogan	m.01znc_	Turkey	people.person.nationality
 	Dogan Erdogan	m.01znc_	Turkey	people.person.nationality
 	Serge Pacome	 	Cote d'Ivoire	people.person.nationality
 	Mario Zagallo	m.015fr	Brazil	people.person.nationality
 	Fernando Rivas	m.06mkj	Spain	people.person.nationality
 	Aleksandar Petrovic	m.077qn	Serbia	people.person.nationality
 	Aleksandar Petrovic	m.077qn	Serbia	people.person.nationality
 	Matic Mlakar	m.06t8v	Slovenia	people.person.nationality
 	Husein Ademovic	m.0166b	Bosnia and Herzegovina	people.person.nationality
 	Vukasin Damnjanovic	m.077qn	Serbia	people.person.nationality
 	Karl Martin Danielsen	m.02w9s	Faroe Islands	people.person.nationality
 	GyÃ¶rgy Tatar	m.03gj2	Hungary	people.person.nationality
 	Francis Lado John	m.06tw8	Sudan	people.person.nationality
 	Giannis Vonortas	m.035qy	Greece	people.person.nationality
 	Leif Hartwig	m.0k6nt	Denmark	people.person.nationality
 	Nikola Vasilj	m.0166b	Bosnia and Herzegovina	people.person.nationality
 	Jakob Turgut	m.06mzp	Switzerland	people.person.nationality
 	Othmane Habouri	m.04wgh	Morocco	people.person.nationality
 	Joep Bonenberg	m.059j2	Netherlands	people.person.nationality
 	DÃ¡vid Aladics	m.03gj2	Hungary	people.person.nationality
 	Kevin Boux	m.06mzp	Switzerland	people.person.nationality
 	Diego Pereira	m.07twz	Uruguay	people.person.nationality
 	Olaf Neisen	m.0345h	Germany	people.person.nationality
 	Betuel Hansen	m.02w9s	Faroe Islands	people.person.nationality
 	Niclas Hoffmans	m.0345h	Germany	people.person.nationality
 	Rifat EryÃ¼ce	m.01znc_	Turkey	people.person.nationality
 	Maik Stahnke	m.0345h	Germany	people.person.nationality
 	Csaba Havlik	m.03gj2	Hungary	people.person.nationality
 	Huub Lenz	m.059j2	Netherlands	people.person.nationality
 	Murat Karaca	m.01znc_	Turkey	people.person.nationality
 	Carlo de Leeuw	m.059j2	Netherlands	people.person.nationality
 	Michael Quintero	m.0d0vqn	Sweden	people.person.nationality
 	Gijs Brouwers	m.0154j	Belgium	people.person.nationality
 	Tom Nieboer	m.059j2	Netherlands	people.person.nationality
 	Rein LÃ¤tt	m.02kmm	Estonia	people.person.nationality
 	Simon Furler	m.06mzp	Switzerland	people.person.nationality
 	Matteo Evers	m.0345h	Germany	people.person.nationality
 	Matteo Brumat	m.03rjj	Italy	people.person.nationality
 	Athanasios Labernakis	m.035qy	Greece	people.person.nationality
 	JosÃ© VelÃ¡zquez â€ 	m.0b90_r	Mexico	people.person.nationality
 	Alija Salesevic	m.0166b	Bosnia and Herzegovina	people.person.nationality
 	Luca Ventura	m.03rjj	Italy	people.person.nationality
 	Giuseppe Breglia	m.03rjj	Italy	people.person.nationality
 	Muhammed Karakoc	m.01znc_	Turkey	people.person.nationality
 	Robert Niestroj	m.0345h	Germany	people.person.nationality
 	Simon Galea	m.04v3q	Malta	people.person.nationality
 	Adam Sutherland	m.06q1r	Scotland	people.person.nationality
 	MÃ¡rio SÃ©rgio	m.015fr	Brazil	people.person.nationality
 	Marko Draganic	m.056vv	Montenegro	people.person.nationality
 	Simonas Urbys	m.04gzd	Lithuania	people.person.nationality
 	Julien Miere	m.06mzp	Switzerland	people.person.nationality
 	Sandro ZÃ¼rcher	m.06mzp	Switzerland	people.person.nationality
 	Kevin Pflanz	m.0345h	Germany	people.person.nationality
 	Lorenzo Bonnano Conti	m.03rjj	Italy	people.person.nationality
 	Nabil AÃ¯t Fergane	m.0h3y	Algeria	people.person.nationality
 	Yeinor SantamarÃ­a	m.01p8s	Costa Rica	people.person.nationality
 	Jake Gray	m.02jx1	England	people.person.nationality
 	Martin Lefor	m.0h7x	Austria	people.person.nationality
 	Orestis Aristadis	m.035qy	Greece	people.person.nationality
 	Stuart Williams â€ 	m.0j5g9	Wales	people.person.nationality
 	Michael Hopkins	m.06q1r	Scotland	people.person.nationality
 	Oskari Peltonen	m.02vzc	Finland	people.person.nationality
 	Miroslaw Konieczny	m.0345h	Germany	people.person.nationality
 	Mamadou Diouf	m.06srk	Senegal	people.person.nationality
 	Callum Howe	m.02jx1	England	people.person.nationality
 	Vilson Caushi	m.0jdx	Albania	people.person.nationality
 	Marvin PanhÃ¶lzl	m.0h7x	Austria	people.person.nationality
 	Gerard van den Bergh	m.059j2	Netherlands	people.person.nationality
 	Emmanuel Serra	m.0jgd	Argentina	people.person.nationality
 	FidÃ©lis	m.015fr	Brazil	people.person.nationality
 	Mario Esposito	m.03rjj	Italy	people.person.nationality
 	Luca Palmiero	m.03rjj	Italy	people.person.nationality
 	Greg Simpson	m.06q1r	Scotland	people.person.nationality
 	Sing-Chi Ha	m.03h64	Hong Kong	people.person.nationality
 	Nauris Germanis	m.04g5k	Latvia	people.person.nationality
 	Goran Jovanovick	m.077qn	Serbia	people.person.nationality
 	Jun Ming Dong	m.06t2t	Singapore	people.person.nationality
 	Fahri Genc	m.01znc_	Turkey	people.person.nationality
 	Mijit Arpat	m.0d05w3	China	people.person.nationality
 	Mohamed Afrit	m.04wgh	Morocco	people.person.nationality
 	StÃ©phane Pais	m.06mzp	Switzerland	people.person.nationality
 	Elton Vella	m.04v3q	Malta	people.person.nationality
 	Scott Wright	m.06q1r	Scotland	people.person.nationality
 	Salvatore Natale	m.03rjj	Italy	people.person.nationality
 	Harry van Elderen	m.059j2	Netherlands	people.person.nationality
 	Mehmet Dogan	m.01znc_	Turkey	people.person.nationality
 	Mehmet Dogan	m.01znc_	Turkey	people.person.nationality
 	Gregor von  Ehrlich-TreuenstÃ¤tt	m.0345h	Germany	people.person.nationality
 	Marcelo Alcala	m.016wzw	Peru	people.person.nationality
 	Magnus Jarnskor	m.02w9s	Faroe Islands	people.person.nationality
 	Dalibor Janjanin	m.077qn	Serbia	people.person.nationality
 	Luis Artime	m.0jgd	Argentina	people.person.nationality
 	Ely Tacchella	m.06mzp	Switzerland	people.person.nationality
 	Nuno Leite	m.0hzlz	South Africa	people.person.nationality
 	Mathias Leuenberger	m.06mzp	Switzerland	people.person.nationality
 	Toon Wouters	m.059j2	Netherlands	people.person.nationality
 	Byung Dae Min â€ 	m.06qd3	South Korea	people.person.nationality
 	Jacinthan Vijayakumaran	m.06m_5	Sri Lanka	people.person.nationality
 	Arkadiusz Najemski	m.05qhw	Poland	people.person.nationality
 	Enzo Vidal	m.0f8l9c	France	people.person.nationality
 	Philipp Meissner	m.06mzp	Switzerland	people.person.nationality
 	Konstantinos Macheras	m.035qy	Greece	people.person.nationality
 	AndrÃ© Pijlman	m.059j2	Netherlands	people.person.nationality
 	Jair Livera	m.0b90_r	Mexico	people.person.nationality
 	Theo Hibler	m.0h7x	Austria	people.person.nationality
 	Jacek Fojna	m.05qhw	Poland	people.person.nationality
 	Andreas Ponweiser	m.0h7x	Austria	people.person.nationality
 	Takuya Komine	m.03_3d	Japan	people.person.nationality
 	Philipp Schmiedl	m.0h7x	Austria	people.person.nationality
 	Tauri Leppik	m.02kmm	Estonia	people.person.nationality
 	Cihan Ucar	m.01znc_	Turkey	people.person.nationality
 	Alex Tramboo	m.04v3q	Malta	people.person.nationality
 	Hugo SuÃ¡rez	m.07twz	Uruguay	people.person.nationality
 	Alexandros Lavidas	m.035qy	Greece	people.person.nationality
 	Andrea Bonelli	m.03rjj	Italy	people.person.nationality
 	Mattia Toccaceli	m.06sff	San Marino	people.person.nationality
 	Dominik Wagner	m.0345h	Germany	people.person.nationality
 	Andreas Helbig	m.0345h	Germany	people.person.nationality
 	Nicolas Henzen	m.06mzp	Switzerland	people.person.nationality
 	Mohamad Darwish	m.0345h	Germany	people.person.nationality
 	Roy van de Mije	m.059j2	Netherlands	people.person.nationality
 	Emre Kurt	m.0345h	Germany	people.person.nationality
 	Michael Martin	m.04v3q	Malta	people.person.nationality
 	Michael Martin	m.0345h	Germany	people.person.nationality
 	Michael Martin	m.05bcl	Northern Ireland	people.person.nationality
 	Lorenzo Silvagni	m.03rjj	Italy	people.person.nationality
 	Artem Deli	m.047lj	Kazakhstan	people.person.nationality
 	Artyom Mikaelyan	m.0jgx	Armenia	people.person.nationality
 	Mansur Ay	m.01znc_	Turkey	people.person.nationality
 	Nemanja Lazic	m.077qn	Serbia	people.person.nationality
 	Andreas Hormann	m.0345h	Germany	people.person.nationality
 	Steve Sutherland	m.02jx1	England	people.person.nationality
 	MatÄ«ss Sidorovs	m.04g5k	Latvia	people.person.nationality
 	Mustafa Aslan	m.0d0vqn	Sweden	people.person.nationality
 	Jean-Marie De Zerbi	m.0f8l9c	France	people.person.nationality
 	Jo Quaden	m.059j2	Netherlands	people.person.nationality
 	Morten Hansen	m.0k6nt	Denmark	people.person.nationality
 	Huub Janssen	m.059j2	Netherlands	people.person.nationality
 	Nuno Rocha	m.01nqj	Cape Verde	people.person.nationality
 	Christian Pascal Diatta	m.06srk	Senegal	people.person.nationality
 	Davide Recchiuti	m.03rjj	Italy	people.person.nationality
 	Samer Gedeon	m.04hqz	Lebanon	people.person.nationality
 	Jan BÃ¼ttgen	m.0345h	Germany	people.person.nationality
 	Patrick Busch	m.0345h	Germany	people.person.nationality
 	Moro Alhassan	m.035dk	Ghana	people.person.nationality
 	Onur Kara	m.06mzp	Switzerland	people.person.nationality
 	Dimitrios Rodis	m.035qy	Greece	people.person.nationality
 	Yuki Yamaguchi	m.03_3d	Japan	people.person.nationality
 	Marvin StÃ¶rmann	m.0345h	Germany	people.person.nationality
 	Poul Mikkelsen	m.02w9s	Faroe Islands	people.person.nationality
 	Fabio Schmidt	m.0345h	Germany	people.person.nationality
 	Enrique Vasquez	m.016wzw	Peru	people.person.nationality
 	Milan Jevtovic	m.077qn	Serbia	people.person.nationality
 	Aidan Nesbitt	m.06q1r	Scotland	people.person.nationality
 	Luca Sessa	m.03rjj	Italy	people.person.nationality
 	Cheng Ming Heng	m.06t2t	Singapore	people.person.nationality
 	Diego Castro	m.06mkj	Spain	people.person.nationality
 	Yuki Takeuchi	m.03_3d	Japan	people.person.nationality
 	Kevin Weigert	m.0345h	Germany	people.person.nationality
 	Aboubacar Dia	m.0f8l9c	France	people.person.nationality
 	Patrick ZiegelmÃ¼ller	m.0345h	Germany	people.person.nationality
 	Frantisek Svoboda â€ 	 	CSSR	people.person.nationality
 	Ulrik Jenssen	m.05b4w	Norway	people.person.nationality
 	Moreno Villiger	m.06mzp	Switzerland	people.person.nationality
 	Yeow Hwee Chia	m.06t2t	Singapore	people.person.nationality
 	Mario Zebic	m.01pj7	Croatia	people.person.nationality
 	Harry Verdonschot	m.059j2	Netherlands	people.person.nationality
 	Pablo PÃ­rez	m.07twz	Uruguay	people.person.nationality
 	Norbert Henner	m.0345h	Germany	people.person.nationality
 	Rolando GonzÃ¡lez	m.0b90_r	Mexico	people.person.nationality
 	Zhiyu Li	m.0d05w3	China	people.person.nationality
 	Jacopo Coleschi	m.03rjj	Italy	people.person.nationality
 	Gasper Hribernik	m.06t8v	Slovenia	people.person.nationality
 	Frank Wagner	m.0345h	Germany	people.person.nationality
 	Borisa Bodiroga	m.0166b	Bosnia and Herzegovina	people.person.nationality
 	Lukasz Pietras	m.05qhw	Poland	people.person.nationality
 	Devrim Aksongur	m.01znc_	Turkey	people.person.nationality
 	Eduard Keib	m.0345h	Germany	people.person.nationality
 	Florin Istrate	m.06c1y	Romania	people.person.nationality
 	Jonas Arweiler	m.0345h	Germany	people.person.nationality
 	Alex van Ginkel	m.059j2	Netherlands	people.person.nationality
 	Nikolaj FlÃ¶	m.0k6nt	Denmark	people.person.nationality
 	Henk van Rooy	m.059j2	Netherlands	people.person.nationality
 	David Asatryan	m.0jgx	Armenia	people.person.nationality
 	Masoud Haghjou	m.03shp	Iran	people.person.nationality
 	Atin Abdullayev	m.0jhd	Azerbaijan	people.person.nationality
 	JosÃ© Pablo DÃ­az	m.0b90_r	Mexico	people.person.nationality
 	Christian Buhrtz	m.0345h	Germany	people.person.nationality
 	JosuÃ© Esteban	m.06mkj	Spain	people.person.nationality
 	Nicolae Cebotari	m.04w4s	Moldova	people.person.nationality
 	Michal Gamla	m.05qhw	Poland	people.person.nationality
